gene_a	gene_b	label
42349	43903	1
31341	45389	0
33952	32824	1
21077	36486	0
53507	38681	1
39043	51633	1
44268	18835	1
5627	29304	0
26207	29382	1
1040	6846	1
26770	6678	1
37853	8248	1
18569	15824	1
11657	18927	1
27534	11688	0
46509	45489	0
24825	24568	0
50383	16844	1
17521	34023	1
53247	37983	1
30413	1578	0
38126	37306	1
25251	40387	0
32876	2590	0
21888	23953	1
44167	21469	0
3848	23222	0
18835	45268	1
8090	53265	1
12970	16903	1
30484	32380	0
30748	30340	1
16654	33286	1
22447	5245	0
41991	17873	0
14516	34588	0
30307	40364	0
16844	26277	1
40528	17998	1
48094	34023	1
30825	36443	1
7593	53729	0
4113	34630	1
33622	31717	0
43735	12142	0
37198	5133	0
9797	48839	0
3355	29485	1
3005	29485	1
37876	6804	1
44472	18459	1
34023	37853	1
43085	45678	0
38126	52703	0
35789	28472	0
27457	15723	0
25183	49992	0
50805	29352	1
27344	17687	1
25267	5302	0
15667	52869	1
4778	50760	1
2942	14339	0
34299	34023	1
45073	11786	1
39598	9952	0
16485	2483	1
49982	7935	0
44520	29485	0
32690	52784	0
24438	2560	0
33491	35788	0
27289	52565	0
48420	43638	0
36863	5787	0
22909	3355	1
48690	41544	0
13133	24157	1
35456	15308	0
40284	39043	1
30686	28478	1
2831	16472	1
48525	48605	0
5605	11	1
25884	18683	0
9844	36028	0
11714	53227	1
11358	49841	0
21048	43709	1
52271	71	1
45149	34023	1
34023	47574	1
25884	33449	1
11770	23222	1
3619	4113	1
37876	46538	1
20249	3239	0
9093	32800	0
41742	37042	0
1204	37090	0
9738	8090	0
30825	17531	1
48408	12242	1
33477	50760	1
38839	19139	0
39431	19295	1
1388	46220	0
33645	53409	0
34023	29492	1
3436	49348	0
28478	30541	1
45170	34588	0
52511	13589	0
28478	27730	1
43410	9800	0
31873	16774	1
16119	46071	1
20292	6679	1
34023	52855	1
11520	39502	1
9689	39043	1
48093	7116	0
34565	49938	0
39607	19034	1
3276	31081	0
17775	16844	1
28478	23839	1
16080	40692	0
19034	13894	1
31398	34023	1
43303	16660	1
18369	4113	0
4701	35124	0
12000	40772	0
38813	10026	0
26928	6542	1
43392	31256	1
30791	14448	0
31073	17977	1
31100	26615	0
15548	45958	1
53953	33933	1
14029	8459	0
49911	30706	1
43598	45512	1
44329	30577	1
18835	49289	1
23072	4113	1
26198	53152	1
20998	48839	0
14556	33886	0
24649	5599	0
19179	18295	1
16171	16038	0
17590	40283	0
10723	23196	1
18822	27922	0
38176	39877	0
34587	43062	0
34953	1966	1
29160	44930	1
33550	26277	0
26198	11332	1
6857	27749	0
17748	51719	0
33649	17891	1
12744	11770	0
27964	20719	0
21742	49830	1
4083	2267	0
20596	15326	0
34023	21845	1
15584	35113	0
1885	45022	1
48180	50280	1
41041	45618	0
21696	53762	0
21836	42280	1
31300	16844	1
1444	40401	1
36432	28684	0
46574	35010	0
12161	1444	1
44268	28478	1
19331	10143	0
11786	1118	1
4316	26198	1
27264	42244	0
27577	30858	1
18049	51345	1
29884	34023	1
48437	34023	1
9480	29016	0
20510	50897	1
34023	23541	1
53953	9994	1
13416	29132	1
15548	18449	1
19554	50719	0
49830	33477	1
36486	42872	1
4768	20526	1
515	28478	1
16844	29357	1
29106	11886	0
26093	46813	1
5719	42681	1
48166	27746	0
43903	15964	1
12242	40401	1
53870	37890	1
48264	20373	0
3696	44970	0
37758	18835	1
34374	34675	0
44119	26356	0
40302	9183	0
4510	41839	1
6938	32739	1
37528	36185	0
50247	11374	1
51594	31915	0
47129	19786	1
50820	41448	1
3971	5279	0
4469	11786	1
16654	4691	1
24891	34023	1
13228	7655	0
44131	27073	0
34780	32854	1
23129	48303	1
34899	9389	0
40161	53835	0
38266	53594	0
38126	5834	1
25183	16844	1
45958	4469	1
9980	20445	0
47664	46639	0
42724	25074	0
53254	46289	0
37538	39587	0
7085	47122	1
35143	32241	0
22520	49471	0
20434	5079	0
48403	25292	0
25726	33430	1
29832	51143	0
18278	52188	0
2837	32979	0
34440	35079	0
18361	53663	1
16164	22436	0
43889	23364	0
44970	20488	1
11513	38126	1
3326	46038	0
15050	7823	0
10684	24314	0
17365	10675	1
25169	50885	1
44335	39839	0
19034	11540	1
8476	27815	0
40739	6608	0
35917	34864	0
23025	33900	0
43799	14806	1
27558	31591	0
51357	7750	0
8551	44601	0
10728	29329	1
5144	17635	0
24591	28478	1
4977	16098	0
5719	45995	1
10164	48566	1
10002	1113	0
38423	49155	0
4113	27804	1
50697	19410	1
46801	50096	0
50334	19162	0
20696	38126	1
53479	31571	0
10723	47610	1
49001	50310	0
20238	13382	0
7751	8397	0
50868	51335	1
10751	41566	1
19034	44578	1
36644	4768	1
35670	29495	0
29272	1156	1
34689	28725	0
12656	18651	0
23578	16091	1
47503	45629	0
31619	28478	1
9684	40801	0
38418	38272	0
24434	49830	1
32973	28478	1
3752	52469	1
43085	11747	0
4558	8432	0
7177	34321	0
29132	383	1
20377	16844	1
3465	42289	0
33861	26035	0
52706	1578	0
20726	32111	1
38649	40006	1
2076	497	0
47469	11262	1
7593	33460	1
33157	21935	0
20257	34023	1
43914	36443	1
23912	38126	1
19013	17647	0
14894	35850	0
46813	43751	1
10748	26692	1
11564	28986	1
4219	3971	0
15946	19187	0
6722	42690	1
51557	9077	0
33016	46670	0
6346	52562	0
31990	23873	1
18843	6099	1
21488	31022	0
21030	33733	1
5047	34023	1
6099	44515	1
25450	11917	1
51537	26715	0
22397	1260	0
22475	3974	1
36689	12163	0
31554	35888	0
32179	15408	0
37894	19034	1
19855	23674	0
1782	16098	0
10723	2590	1
7774	8984	0
14580	16844	1
5280	37189	0
19571	466	0
33470	8984	1
6579	49535	0
50364	12580	0
49694	11570	1
31359	14179	0
13291	19779	0
4472	39043	1
9998	39526	0
1118	17365	1
47137	38126	1
27624	10611	0
36349	16962	0
34147	32257	1
41197	19321	0
52425	10723	1
46443	12164	0
30825	31395	1
46070	19085	1
27421	47928	0
48755	11003	0
38454	31045	0
45526	28463	1
46682	36916	1
35985	26187	1
19015	28504	0
44247	32706	0
16144	31683	0
716	30128	1
35067	49554	0
53377	43107	0
10723	43376	1
27210	25309	1
18967	43751	1
14550	14842	1
28308	22860	1
28337	19745	0
24257	44032	0
15824	7968	0
28555	4113	1
45651	34102	1
26411	40340	1
45961	41582	0
17408	2057	0
38259	6637	0
34023	20385	1
45535	31574	0
49005	32111	0
43903	26282	1
4768	32000	0
33967	46154	0
52477	4761	1
51047	25037	1
50879	33430	1
39579	38126	1
16730	47439	0
30825	53017	1
53409	21258	0
20649	41196	1
53085	6606	1
25147	22893	0
28125	33048	0
27814	2026	0
42510	48102	0
5627	49331	0
27648	30970	0
19797	53205	1
29358	47610	0
13121	16844	1
25867	31869	1
29068	25706	0
52387	52516	1
18810	3471	1
10583	41374	1
28993	53017	1
38823	42908	1
46870	34023	1
8243	41296	1
39382	29827	0
16901	53870	1
34009	51651	0
27352	46797	0
23274	13264	1
48878	1415	0
20482	46487	0
44447	25523	1
49977	23203	0
29329	9054	0
2487	20067	0
32811	39043	1
31111	40251	0
31740	47117	0
43073	40499	0
5436	10164	1
253	12083	0
38574	9395	0
27649	16844	1
39409	51143	0
17867	28478	1
38824	52087	0
32739	29546	1
48094	18049	0
10723	45942	1
37922	21633	0
5409	52919	0
7334	19107	0
42356	50037	0
52387	12560	0
25205	33976	1
10751	32739	1
11302	29132	1
29270	23545	1
23199	34299	0
34023	41957	1
50805	16901	1
46985	51715	0
47300	38437	0
17406	10222	0
43751	14851	1
49982	30021	0
11786	48878	1
33014	26487	1
31755	9753	0
47056	17019	0
39017	2079	0
53638	32083	0
39885	45183	0
29460	27083	0
9848	10337	1
15868	31256	1
18927	43960	0
53510	46765	0
37876	32719	1
18261	18745	0
43006	44508	0
48273	35985	1
53090	28951	1
13061	32111	1
25253	20128	0
42569	26092	0
37023	9375	0
29547	34023	1
3203	23401	0
44033	43792	0
35113	4472	0
8984	51594	1
39437	46652	0
34023	10364	1
13088	40256	1
47836	10709	0
33477	4585	1
11917	30024	1
34023	33016	1
20314	28757	0
53248	37860	1
913	43496	0
34378	42411	0
27351	25662	1
48384	45321	0
37779	1395	1
45812	8160	1
11958	34315	1
47411	12656	1
29399	33301	0
8433	11494	1
6395	38126	1
39009	47342	0
5624	35712	0
19786	24226	1
16903	33526	1
23176	18835	1
7245	3355	1
29524	227	0
6457	11899	1
32526	49409	0
41781	38599	0
5509	23051	1
20066	38126	1
43021	16434	0
35289	36414	0
10766	39212	0
40586	24669	0
29504	11128	1
39914	42541	0
13855	38126	1
2396	1615	0
7603	17182	0
24279	8984	1
21775	46509	1
25652	87	1
52477	33405	1
38885	35173	0
25817	51088	0
27347	32524	0
36910	34953	1
29754	52378	0
2586	2183	0
47597	7750	0
38130	3914	0
1029	18978	1
8327	1444	1
30119	15889	0
4113	51388	1
32855	37611	0
2337	18835	1
11361	9714	0
37908	38627	1
34023	4886	1
31351	7916	0
40484	28801	0
22268	19786	1
42908	44970	1
27911	16903	1
48646	46975	1
44373	10924	0
53447	36379	0
51941	16654	1
1788	17762	0
34357	39885	0
50280	26692	1
26102	11003	1
36198	18835	1
11937	31100	1
11570	24989	1
49853	21807	0
53086	36610	1
13456	47943	1
40219	45195	0
18966	29132	1
44131	16903	1
10119	1885	0
2585	41113	0
40913	15262	1
7932	42681	0
18207	39043	1
46115	41473	0
5615	15124	0
15387	3613	0
38919	20307	1
27789	43794	0
19337	21981	0
22412	36707	1
46715	45958	1
21030	13544	0
53365	46070	1
40375	14851	1
1645	31220	0
25018	34379	0
12143	32317	1
12969	3343	0
4113	35834	1
21597	6685	1
7957	47264	0
28478	12967	1
433	3361	0
29334	739	0
44984	12242	1
398	261	0
25726	14026	1
34230	4379	0
28478	20154	1
10219	3451	0
22053	35470	1
45526	22703	1
5802	30091	0
22653	31281	0
28478	716	1
30672	53953	1
2919	28478	1
18681	13416	0
45548	30825	1
30462	40209	0
53953	40114	1
37853	23053	1
2	18835	1
9306	42757	0
29444	28478	1
8033	10723	1
21434	49161	0
42122	4081	0
31166	41374	1
26411	17867	0
32329	23176	0
26233	39043	1
14792	35202	0
44578	25867	1
45958	14256	1
3736	52469	1
548	28478	1
20224	32468	1
44131	27624	0
10510	7718	0
4472	31281	0
21415	38081	0
46318	19401	1
50820	4342	1
53306	5413	0
30024	30844	1
19963	35959	0
23203	38126	1
32257	34147	1
18810	29136	1
29684	50464	0
9474	13864	0
27128	47763	1
34043	27819	0
40772	16654	1
44659	15856	0
3744	10147	1
39565	810	1
27922	21111	0
12379	51594	1
37523	16413	0
12238	10730	0
41521	25470	1
42567	40365	0
16844	13090	1
40344	41888	0
53377	80	1
18810	53152	1
28478	14312	0
53057	5689	0
2940	27618	0
31664	42327	0
18569	31873	1
34036	31050	0
45720	46322	1
17129	27881	1
33430	33595	1
18741	4996	0
50805	38823	1
3343	12969	0
23742	28045	1
5938	41640	0
6846	18978	1
25809	6220	0
11786	22672	1
16723	20470	0
6241	16060	0
36443	1040	1
2023	22254	0
15868	34205	1
26282	36916	1
46318	22232	1
33349	27119	0
1734	19565	0
29952	13035	0
32759	37268	1
39502	3878	1
716	26734	1
53017	15740	1
43826	50482	1
14686	43376	0
33252	37795	0
20584	6787	0
20139	32795	0
20725	2076	0
2620	6248	1
10751	30462	1
1885	26644	1
36486	9826	0
50693	16844	1
31256	16654	1
53953	12493	1
24382	25282	0
13557	5627	0
15541	3731	0
22214	22118	1
15257	47675	0
25423	13821	0
10364	16497	0
22214	7683	1
53908	3365	0
14900	34389	0
52477	10768	1
11012	48789	1
28478	3005	1
21263	28478	1
45343	40174	0
32400	35484	1
6145	19443	0
4778	51352	1
13062	22828	1
18436	34023	1
31290	31356	1
34784	34023	1
18470	11786	1
33286	43748	0
10004	16654	1
31290	16844	1
3237	12996	0
19130	14982	0
19268	47809	0
27832	18043	0
43903	20168	1
52381	43698	0
45526	8867	0
41553	21517	0
38218	14052	0
36845	36443	1
22353	1986	0
2358	27288	0
34236	53066	0
13456	37876	1
16210	16800	0
4235	31499	0
8437	31299	0
29627	40920	0
15056	49200	0
20082	19584	1
32973	33	0
39921	44882	0
34755	44028	0
16654	49110	1
27351	18256	0
25037	2149	1
28235	52846	0
12061	16903	1
37983	53247	1
38778	52007	0
27083	38126	1
4113	44730	1
53754	24525	0
32339	27350	1
21426	26987	1
41269	13996	1
370	35565	0
14928	37356	0
32332	25601	0
4073	52477	1
4113	630	1
49974	10723	1
29523	18015	0
14317	19786	1
625	20979	0
41435	9601	0
2537	51742	0
41993	9758	1
12537	45681	0
1547	49201	1
5509	34695	1
38267	39043	1
53104	35799	0
29583	19559	1
46829	18832	0
23705	31707	0
7862	42957	1
17373	31474	0
39043	31290	1
23483	28478	1
48778	41531	0
2483	39043	1
19786	15903	1
27990	19080	0
28478	6330	1
27008	30635	0
29832	52317	0
38200	9613	1
2057	49197	0
11786	41869	1
40256	34023	1
85	1231	0
45252	51201	1
30451	27242	0
15262	30024	1
41993	24850	1
46039	24372	0
36910	25249	0
39597	18232	0
32933	53442	1
5545	44970	1
7288	30924	1
34023	39374	1
38126	50141	1
10770	53982	0
20168	17365	1
17459	52387	1
52638	40284	0
14917	38920	0
33539	16241	0
16844	8603	1
26198	13600	1
7497	53953	1
24936	49526	0
28478	39287	1
40120	34695	0
5427	23173	0
41531	26283	0
34622	15415	0
15415	5735	0
30825	4152	1
28739	30213	0
45651	12630	0
25103	34023	1
28090	30347	0
31672	19267	0
33591	32662	0
53507	790	1
18978	13599	1
12730	36730	1
39043	40692	1
2952	21488	0
19526	28254	1
12242	50559	1
26692	34527	1
2649	10013	0
2076	22438	0
18569	53663	1
27801	45673	0
28478	31619	1
52477	15903	1
32152	39568	1
3168	10445	1
40401	21775	1
13740	46171	0
36435	20510	1
10723	10043	1
8239	13411	0
35787	21778	0
32739	40006	1
10723	12217	1
1587	32628	1
21775	11361	1
27859	11785	0
20261	1885	1
48614	38126	1
44794	40109	0
28478	42527	1
50280	37879	1
25867	30310	1
1082	42420	1
48444	20947	0
38141	4470	1
45149	40491	0
22926	4354	0
25114	46881	1
4073	24257	1
25728	27801	1
9261	20214	0
20778	11482	0
39043	3825	1
27930	16844	1
51175	12217	1
17105	51724	0
37755	37607	0
51401	4113	1
27951	7599	1
50496	16091	0
36243	35140	1
14900	30096	1
25076	3674	0
43623	34023	1
6657	34375	0
28478	18651	1
11290	14014	1
12970	25037	1
39043	36454	1
49769	17182	1
15901	51345	1
4924	51411	0
15997	31320	0
53953	51732	1
23176	17772	0
7153	20335	0
49221	15242	0
45175	17488	1
80	19565	0
30630	4073	1
21888	43514	0
45073	37534	0
32486	17430	0
1971	9729	1
24597	51704	0
7747	18429	1
24171	12213	0
52805	38003	1
5707	45655	0
3355	7862	1
29304	14019	0
16654	16903	1
47964	41521	1
37382	11762	0
12161	17365	1
48436	10723	1
46813	9185	1
47457	13411	0
23504	33477	1
41080	36342	1
49868	44099	1
26851	13133	0
31711	48312	1
26187	16654	1
15223	24125	0
32429	8926	0
26571	12379	0
34176	44831	0
16654	33947	1
50760	47610	1
1177	11249	0
28478	31759	1
35959	15889	1
22185	13262	1
11328	23117	1
20693	2497	1
30121	39149	0
35490	6045	0
29447	46070	1
38354	38126	1
46616	2429	0
37069	34023	1
46652	9507	0
4020	40671	1
14449	46	0
43505	48234	0
19740	25797	0
51576	37927	0
50154	30717	1
47527	42872	0
53454	15838	0
31640	34023	1
22684	39431	1
6804	30825	1
38919	15964	1
6556	34102	1
45834	30570	1
52469	36723	0
44781	53215	1
4295	1424	0
52097	34023	1
17300	9764	0
1629	716	1
28641	15332	0
48303	28478	1
27937	5697	0
4342	44642	0
36399	29358	0
47157	34436	1
16660	23815	0
34044	24604	0
33787	19034	1
30503	25349	0
27161	16844	1
52271	5329	0
50318	16336	0
27344	34023	1
23938	31991	0
45262	50627	0
6166	16885	1
27389	25039	0
51805	33595	1
34587	41521	1
40915	20027	0
24279	7288	1
21775	18470	1
30825	14793	1
31119	25928	0
13917	20409	0
17430	49436	0
20510	9698	1
41924	9089	1
8922	50709	0
28478	10593	1
22652	36119	1
2170	18566	0
28530	24649	0
10131	39043	1
48120	25387	0
18978	7683	1
53372	51576	0
10801	48312	1
22367	39217	0
36613	14706	0
28614	44256	0
48157	31956	0
32078	18536	1
15462	10582	0
34023	28727	1
19034	12809	1
18153	24314	0
9023	38171	0
29376	5351	0
22317	12143	1
36212	28478	1
16844	26466	1
45245	7249	0
43763	9795	0
31290	14550	1
22118	12238	1
21849	53417	1
6458	28478	1
27008	40011	0
34023	42025	1
16654	36904	1
37087	38372	1
24434	53017	1
7862	46784	1
118	1773	1
21775	45245	0
15579	34379	1
38191	23932	0
4676	1177	0
33608	19710	0
36903	27557	1
10800	18217	1
26093	6846	1
23691	27970	1
39595	49551	0
40160	34023	1
31715	16844	1
20764	16654	1
16654	1195	1
34023	40850	1
48503	32433	0
4209	34141	0
26177	45252	1
26144	6829	1
22748	38126	1
38126	45720	1
18632	7763	0
25928	30027	0
37049	47407	0
48239	32933	0
28382	51814	1
25450	44481	1
4113	16177	1
34023	10139	1
45343	48427	0
46768	2866	1
45776	1553	0
5280	12217	0
15650	27292	0
18401	42838	0
34109	37030	0
9633	31706	0
40006	790	1
6606	34023	1
40340	396	1
22	52477	1
43400	7553	0
1413	30825	1
2931	16844	1
23014	37850	1
49633	44533	0
47610	31387	1
2940	40839	0
5466	26324	0
21806	497	0
2553	12658	0
28086	18928	0
37398	711	0
47574	6705	0
45744	10390	1
29340	49332	0
38200	31000	1
39159	38126	1
21775	48408	1
16844	43925	1
50318	20693	1
52846	10965	0
27445	4778	1
13262	50081	0
49830	11714	1
50152	34023	1
5604	33036	0
26313	497	0
27038	15320	0
10917	25833	0
16450	22893	0
5012	34434	0
46237	3671	0
17579	11730	0
53918	2897	0
27919	30305	1
39043	25397	1
7360	27264	0
41434	49952	0
49466	38126	1
37345	19410	0
8560	22828	0
25634	9874	1
40340	34295	1
31809	16654	1
21935	45958	1
41516	18103	0
19034	19443	0
10662	44098	1
19429	8774	0
6722	51580	1
35330	51948	0
27351	49153	0
33286	396	1
50089	38321	1
29755	21641	1
9480	20191	0
32979	49611	0
1145	25253	0
3967	19839	0
5203	24313	0
21187	31707	0
34023	41591	1
6437	47440	0
21916	51693	0
41494	36852	0
19301	38019	0
26093	34436	1
25632	41869	0
8198	12559	1
32429	28516	0
32759	445	0
48123	21880	0
33889	19693	0
9633	33473	0
14225	17087	0
13218	38919	1
18470	9848	1
27260	8317	1
27691	32529	0
11720	44350	0
38228	33228	1
15997	34289	1
5015	25410	1
10723	36066	1
18966	49830	1
34023	8226	1
17647	33132	0
5254	29106	0
34295	42908	1
1885	8705	1
33493	18809	0
15124	4413	0
27351	6458	1
21599	2464	1
16444	35602	0
46960	20434	0
40114	4066	0
50368	34023	1
23196	49963	0
20759	9714	0
17963	35985	1
35144	44893	0
30462	25270	1
11407	18835	1
37066	40978	0
44624	16248	1
49634	52265	0
13554	9503	1
51210	41370	1
2265	41725	0
15628	551	0
7360	32063	0
10723	23443	1
36370	50417	0
44060	8911	1
23621	46318	0
52186	28124	0
38329	45086	0
843	12969	0
52385	7429	0
50267	39960	1
38126	46620	1
47080	8673	0
28472	24657	0
6937	50154	1
32613	15360	0
10089	9755	0
24568	49732	0
13315	5160	1
7080	38126	1
2645	18361	1
16844	17766	1
30443	15262	0
21212	12330	0
35896	10801	1
51580	53066	1
34023	43735	1
2833	46442	1
19635	16844	1
28646	46253	0
15455	9848	1
49830	42206	1
1029	29314	1
38126	40800	1
37178	25662	0
3722	12143	1
42265	1113	1
49395	47763	1
42643	25697	0
3365	31860	0
16718	16733	0
42872	53068	1
49153	27351	0
38126	11472	1
24438	48510	0
23964	24992	0
34953	51411	1
49830	40258	1
15299	13786	1
34458	9507	0
52425	17629	0
51037	11818	1
25450	46	1
9279	22610	0
17222	16844	1
10362	2260	0
12242	4405	1
51893	24824	1
27891	18694	0
37850	43260	0
22053	34662	0
48729	38126	1
47455	45239	0
13996	7815	1
14851	40375	1
19034	27070	1
25450	26928	1
32110	39613	0
18492	2458	0
24283	24844	0
9125	37084	0
41374	29546	1
15283	28508	0
50907	38126	1
30213	6097	0
10220	29447	1
40284	47421	0
19766	50528	0
19396	53090	1
52469	25523	1
10723	44131	1
6181	9261	0
15024	34023	1
18880	22828	0
19336	12217	1
7185	9410	0
48503	6457	0
13307	36058	0
38313	10014	0
11003	48408	1
30825	31810	1
2418	32296	1
11609	37186	0
41521	28662	0
3368	23742	1
13062	53265	1
22431	50060	0
40365	11854	0
44098	46813	1
29677	9642	0
53870	33430	1
37390	42967	0
15680	15076	1
12290	5417	0
50841	26310	0
22519	24531	0
25258	9458	0
15946	20645	0
37916	17800	0
5608	2998	1
49001	47081	1
12575	8336	0
10586	13121	0
43936	9497	0
2084	46830	0
33722	25792	1
30825	20173	1
40232	4082	0
17523	43480	0
11513	49663	1
3360	21879	0
5315	40726	0
44758	2794	0
12970	5155	0
34205	11089	1
21992	37523	0
20572	29355	0
46070	29796	1
29132	40455	0
19034	36501	1
7800	18810	1
26800	16844	1
31290	12416	1
29924	24325	1
42681	6720	1
31994	34023	1
27691	51206	0
134	13088	1
38847	45180	0
19331	47756	0
5615	52313	0
19034	7389	1
31624	27849	0
43502	34318	0
13092	42055	0
10723	1116	1
38126	43623	1
28951	22145	1
30408	35985	1
16499	38126	1
47928	3049	0
20998	35265	0
34787	25523	1
30503	44505	0
20330	22277	0
16844	20922	1
44170	44759	0
17523	41370	1
34216	47270	0
32810	22153	0
5689	30706	0
16962	12000	1
34023	32946	1
25037	35484	1
47342	13092	0
49242	26198	1
15109	5707	0
35241	31111	0
20254	10680	1
13700	42741	1
11284	2572	0
50023	45086	0
13061	25270	1
11800	3355	1
42114	18559	1
12493	53953	1
16844	44720	1
38919	1388	1
750	19481	0
22860	35685	1
9628	132	0
21880	16903	1
39043	45852	1
44373	21503	0
46482	34487	1
38126	40232	1
22277	2548	1
50394	27021	1
16844	11026	1
36916	4769	0
25450	34521	1
4113	30367	1
1952	36835	0
36223	37927	1
206	18835	1
2389	40657	1
4083	10523	0
21981	16626	0
47666	27304	1
19381	39540	1
34023	4627	1
7535	40362	0
38126	32513	1
19628	53880	1
52919	19034	1
17666	45149	0
24504	39712	1
21640	28102	1
5494	43961	0
25450	46682	1
49584	16654	1
15272	48319	0
1482	35222	1
40573	21517	1
1145	1661	1
36662	48646	1
48093	47343	0
7172	42010	0
37500	14026	0
32685	23932	0
4874	34023	1
13353	17368	0
16901	31290	1
10768	49830	1
10748	7747	1
43208	6733	0
10163	19429	0
8574	5482	0
22305	39055	0
13738	35085	0
20057	39043	1
30367	28476	0
9243	50482	0
4885	18927	1
16844	28478	1
5514	19913	0
34023	46289	1
13247	28478	1
28478	28464	1
25445	17431	0
45377	27351	1
28755	17365	1
33941	10723	1
43364	17442	0
6898	34023	1
53086	27503	0
48778	13887	0
7131	29850	1
31933	52340	1
35603	15566	0
37002	12662	1
53806	25074	0
46216	19034	1
33441	30305	1
20885	44667	0
37002	6461	0
44447	15844	0
16144	39043	1
7910	30825	1
20444	10768	0
38463	7559	0
11578	33591	0
5523	38	1
16903	5509	1
43766	9598	0
33595	42681	1
41893	6085	1
15040	14134	1
10140	53392	0
30307	24372	0
23498	41751	0
18105	49483	0
33493	34147	0
625	30165	0
52188	17530	1
5015	15548	1
26900	1672	0
7747	32933	1
48880	32273	0
48224	29602	0
1877	36595	0
19157	34023	1
14866	47922	0
51769	53094	0
21676	23078	0
12175	11003	1
30301	40006	1
1040	46813	1
48264	37768	1
40860	17708	0
13019	30859	0
18559	51924	0
11501	41374	1
3132	15667	0
8351	19786	1
39296	1482	0
32040	39145	0
16844	4470	1
46631	231	0
33369	16749	0
41943	16844	1
30611	24529	1
29796	18015	0
10758	35985	1
50696	34023	1
25450	40541	1
27445	52511	1
39793	40155	0
19891	42161	1
40620	48618	0
27604	31728	1
2620	19031	0
28366	12149	0
12562	39960	1
45466	40977	0
22910	16844	1
6343	53585	0
42149	5187	1
16485	33372	1
33941	14256	1
12242	26102	1
47716	29949	1
30825	10389	1
4155	28478	1
24055	38802	0
22536	24857	0
23374	42029	0
6723	36213	0
40767	38582	1
7389	19034	1
28508	53454	0
37356	33931	0
716	43751	1
15140	34023	1
47469	16712	1
44984	8243	1
26135	44954	0
1949	1841	0
39977	3745	0
36916	12190	1
34023	3681	1
13754	3165	0
50951	13327	1
38919	22268	1
45958	8327	1
40132	34023	1
18299	19559	1
27665	20295	0
17751	27385	0
42794	30825	1
47632	32623	0
53953	48392	1
21402	16654	1
28663	39155	0
32112	6602	0
2651	31390	0
38352	14711	0
17695	7151	1
2363	5351	0
25037	32559	1
34423	51289	0
4113	6461	1
6457	29165	0
20189	23204	0
7930	37273	0
358	11379	0
51847	38126	1
16973	5410	0
40033	13821	0
39407	40431	0
20885	38126	1
2170	15256	0
32551	29145	0
6073	44302	0
4972	19031	0
13416	25450	1
22062	39155	1
30305	23837	1
11155	22368	1
14876	34023	1
8348	15543	1
39830	21370	0
37794	27663	0
20238	35985	1
17365	27819	1
14256	52477	1
9874	42066	0
19753	4707	0
38126	27601	1
11825	50394	1
10676	80	1
4585	1029	1
33976	12213	0
9183	20649	1
17830	28592	1
16106	5760	0
24279	10583	1
39695	41516	0
14723	30776	1
16844	41720	1
30825	17630	1
34023	13887	1
4631	36306	1
53372	45698	1
47496	5802	1
39960	43732	0
40081	21775	1
13091	27351	1
53442	9758	1
44195	53416	1
4805	34023	1
39355	843	1
12215	9918	0
37396	42709	0
29453	22560	0
9503	31290	1
20890	28478	1
6063	20206	1
5832	40045	1
19139	50154	1
25867	32317	1
44028	9514	1
30310	14945	0
37104	17830	0
48319	37069	0
39877	45247	0
33796	38571	1
25125	31347	1
25634	44540	0
47749	21836	1
30805	15387	0
48949	6606	0
18835	37581	1
41584	7671	0
10723	19378	1
38126	30093	1
30725	34023	1
33517	15535	0
5086	40861	1
51729	3752	0
23742	24677	1
36976	41997	0
11570	808	1
5509	1072	1
39043	36588	1
31094	22417	1
27428	16844	1
52982	46538	1
19034	53282	1
4247	26552	0
9791	33787	0
50277	4030	0
3878	3355	1
1291	38126	1
22611	24050	0
43255	34588	0
45658	34023	1
17762	6248	1
4189	41470	1
331	35985	1
16836	11964	1
37727	986	1
48317	31281	0
25994	16261	0
36300	25904	1
36151	9355	0
8769	26324	0
38847	53997	0
32046	30825	1
28373	13822	0
15548	53076	1
37027	30347	0
11131	34953	0
14941	18733	0
20254	40578	1
31541	16844	1
9848	325	1
3898	22390	0
41470	3073	1
5648	28662	0
37215	27749	0
8022	15535	0
17523	14014	1
15500	25904	1
37290	47342	0
28951	36808	1
9020	12864	0
9848	26264	1
9071	26263	0
16844	4558	1
49535	28337	0
7201	34023	1
36403	29355	1
16654	51519	1
30854	19396	1
53953	33089	1
4050	13733	1
38126	11818	1
25125	46585	1
15617	34023	1
15889	42577	0
29660	16901	0
19979	16695	1
45855	2844	0
47809	41380	0
20822	9738	0
22644	42295	0
33796	22004	0
40976	19520	0
24850	18256	1
24477	27505	0
37969	14473	0
10253	5509	1
37378	9980	0
40340	53982	0
17523	26644	1
19584	30497	0
15420	28478	1
9529	1454	0
15408	34023	1
26364	17146	0
38126	14711	1
7648	14874	0
12671	28478	1
16730	23176	1
53227	33477	1
44447	39601	0
39184	49106	0
41395	14854	0
12514	34787	0
25543	52815	0
51408	12000	0
11589	7275	0
22254	2023	0
42908	6722	1
31277	50693	0
51839	35590	1
14495	39205	0
24402	25380	0
6577	25867	1
3673	445	0
28478	21415	1
1395	43903	1
37002	26539	1
38757	32449	0
22040	36728	0
25981	7313	0
37727	51715	1
25995	49289	0
50573	30630	0
20116	2866	1
31537	2283	0
